pkey,K_tfh_blz,n_tfh_blz,K_blz_tfh,n_blz_tfh,K_blz_tfr,n_blz_tfr,K_tfr_tfh,dummy1,dummy2,dummy3,dummy4,dummy5
11072021_AADJA,0.144407,1.84133,1.03855,0.484316,9.99796,0.324447,0.210603,0.294825,0.697383,0.805282,0.703138,0.642047
11072021_AADJC,0.121161,0.899854,1.02984,0.324434,7.27266,1.37344,0.337997,0.41563,0.0178167,0.524726,0.984181,0.329116
11072021_AADJH,0.0718073,0.5654,1.23325,0.665405,6.40417,0.856,0.494384,0.875541,0.290993,0.687489,0.802645,0.0380193
11072021_AADJY,0.107779,3.50939,1.19451,0.450253,7.05645,0.545176,0.309597,0.842662,0.360406,0.334228,0.313865,0.860371
11072021_AADJZ,0.0858281,3.28082,1.21961,0.997634,7.59368,0.660725,0.273427,0.236599,0.730574,0.500218,0.429549,0.760304
11072021_AADKK,0.143661,1.15652,1.16672,1.11686,6.51789,1.23808,0.391927,0.140534,0.866336,0.729318,0.756759,0.0220646
11072021_AADKM,0.126504,0.965516,1.25109,0.55064,8.06887,1.7262,0.464951,0.315455,0.479889,0.391725,0.268111,0.734588
11072021_AADKO,0.119472,2.56617,1.37785,2.1877,9.6165,0.3716,0.365534,0.894297,0.894268,0.246757,0.568666,0.839573
11072021_AADKP,0.109954,1.69724,1.32955,0.90927,7.30744,0.805236,0.494921,0.131341,0.223955,0.623558,0.280385,0.824936
11072021_AADKQ,0.0705448,0.921998,1.01029,3.09307,7.91104,2.23053,0.261588,0.847198,0.815263,0.410007,0.954441,0.216792
11072021_AADKV,0.120862,0.641688,1.24494,1.4988,8.25587,0.584745,0.418532,0.322818,0.618237,0.255326,0.761221,0.416092
11072021_AADKW,0.0595769,1.2104,1.4074,0.20393,6.35963,1.05631,0.337542,0.671301,0.467358,0.711101,0.442599,0.557927
11072021_AADKX,0.144881,1.41543,1.19057,2.2362,5.8797,3.79579,0.432871,0.452075,0.157423,0.0358811,0.551464,0.603901
11072021_AADLD,0.137099,0.787667,1.35206,0.27131,9.95339,2.78684,0.358679,0.00196215,0.560014,0.843064,0.0320557,0.137493
11072021_AADLG,0.0588554,0.551222,1.32745,0.32669,5.31468,2.27258,0.467527,0.920561,0.406622,0.00907472,0.209402,0.241466
11072021_AADLO,0.0989105,0.677819,1.21593,1.48429,6.46873,0.479837,0.454696,0.724813,0.472681,0.581493,0.997814,0.45469
11072021_AADLU,0.0817041,1.34745,1.36594,0.489352,8.03997,0.975903,0.378746,0.791855,0.867436,0.289554,0.478161,0.803916
11072021_AADLW,0.0622819,0.376344,1.05985,1.38176,9.32842,0.348376,0.366254,0.145696,0.59286,0.0603897,0.106101,0.0487458
11072021_AADLZ,0.142405,1.50926,1.07704,0.240352,8.11221,0.640573,0.327131,0.106333,0.277393,0.491179,0.971052,0.231966
11072021_AADMA,0.0755582,0.850729,1.27061,1.81133,7.43102,1.18663,0.39142,0.883894,0.683156,0.542638,0.293084,0.871867
11072021_AADMD,0.134784,2.74897,1.23916,1.00606,6.98459,0.927125,0.349889,0.555031,0.434516,0.432312,0.384088,0.631288
11072021_AADMQ,0.0888162,0.620613,1.07897,0.560473,9.87068,4.25262,0.335482,0.816634,0.0871279,0.876203,0.542158,0.834437
11072021_AADMX,0.114508,2.02571,1.14985,0.495917,6.27693,1.62843,0.351928,0.477848,0.932492,0.506217,0.951906,0.47063
11072021_AADNA,0.0979503,3.19886,1.31394,0.219298,9.12503,3.9814,0.239658,0.21526,0.599136,0.17828,0.582391,0.963995
11072021_AADNH,0.0654005,0.712137,1.30612,0.518953,8.88301,0.762589,0.410846,0.6425,0.389654,0.336375,0.141309,0.330418
11072021_AADNI,0.104125,1.98674,1.09622,3.81408,5.73981,2.1124,0.346263,0.363351,0.539557,0.630052,0.592737,0.690536
11072021_AADNP,0.0800574,0.580184,1.16715,4.28525,8.08358,4.01913,0.367537,0.962378,0.448634,0.752238,0.932729,0.113776
11072021_AADNS,0.101807,0.749678,1.13759,2.63281,7.19486,4.90157,0.478738,0.1151,0.584426,0.0823226,0.825817,0.014679
11072021_AADNU,0.146339,3.29429,1.01472,0.307476,5.02179,0.705628,0.35299,0.661227,0.0455902,0.306404,0.0248743,0.410672
11072021_AADNY,0.115912,1.48972,1.28833,0.259581,8.14392,2.41104,0.401616,0.430856,0.197466,0.796625,0.337658,0.72818
11072021_AADNZ,0.0761189,1.15179,1.06767,2.91893,8.91369,1.73235,0.237364,0.711638,0.427326,0.456217,0.664341,0.680245
11072021_AADOB,0.0690886,0.430569,1.19409,0.425129,8.61545,0.373215,0.332075,0.00825341,0.95047,0.186185,0.496656,0.768666
11072021_AADOC,0.111423,4.05745,1.40356,1.39284,6.76177,3.36833,0.424488,0.981973,0.104279,0.847633,0.799648,0.127319
11072021_AADOK,0.149797,2.13213,1.37216,1.43135,8.99632,1.12245,0.475509,0.404839,0.954929,0.263053,0.159852,0.345885
11072021_AADOW,0.129286,2.6299,1.44443,0.252029,6.06144,1.74499,0.491222,0.947474,0.860491,0.313577,0.695944,0.759612
11072021_AADPE,0.101302,2.89339,1.26612,0.580723,9.53872,0.590287,0.225028,0.577655,0.4609,0.673525,0.722894,0.505567
11072021_AADPK,0.110466,0.561124,1.00112,0.206079,8.79292,0.500331,0.283278,0.460762,0.979789,0.380882,0.651656,0.633685
11072021_AADPM,0.140936,3.59674,1.12775,3.92059,8.50216,2.83099,0.247197,0.75692,0.394109,0.230013,0.452699,0.784591
11072021_AADPO,0.0686087,1.11246,1.21711,0.542446,9.44073,3.22322,0.256984,0.35232,0.577616,0.259644,0.275566,0.22409
11072021_AADPP,0.143848,3.89585,1.25621,0.200485,7.20824,1.32197,0.369712,0.0917793,0.890773,0.93086,0.125672,0.718483
11072021_AADPV,0.141355,0.761424,1.02343,0.594088,6.7844,1.117,0.428045,0.943045,0.418569,0.139187,0.249779,0.580986
11072021_AADQN,0.122628,4.34039,1.45489,0.48578,8.42213,0.781593,0.346535,0.46122,0.303667,0.0718737,0.168136,0.956905
11072021_AADQZ,0.10223,3.63019,1.02519,0.890374,7.97757,1.58027,0.208223,0.179104,0.603026,0.0481068,0.623012,0.37359
11072021_AADRE,0.0616522,0.480774,1.49239,0.616499,7.53113,0.54698,0.457499,0.256006,0.357434,0.9066,0.711573,0.129107
11072021_AADRO,0.0970303,1.73858,1.12893,2.45371,7.7971,1.25047,0.340269,0.327616,0.332604,0.792006,0.219107,0.858397
11072021_AADRP,0.11544,2.72183,1.33989,1.1063,5.57408,3.13516,0.452834,0.119413,0.136516,0.402164,0.369886,0.332223
11072021_AADRW,0.0578053,1.39212,1.27182,0.988153,9.14249,0.260728,0.28752,0.00772266,0.266545,0.360579,0.94917,0.570463
11072021_AADSB,0.0883964,2.93259,1.19331,3.8781,5.34087,1.67584,0.379605,0.881349,0.099808,0.972862,0.776849,0.539004
11072021_AADSQ,0.112346,1.36756,1.08618,0.623391,5.12134,1.43451,0.474171,0.62365,0.839714,0.248492,0.381675,0.0542031
11072021_AADSR,0.0751834,4.79867,1.3752,0.260459,7.89833,3.00778,0.286165,0.823853,0.629399,0.576812,0.0276332,0.512989
11072021_AADSV,0.0618728,2.17636,1.16445,0.312665,6.04604,0.883783,0.32071,0.0854899,0.593851,0.0867626,0.340761,0.312913
11072021_AADSX,0.0851167,0.936764,1.14216,0.468225,8.71518,2.51706,0.232575,0.206996,0.179912,0.368234,0.0969165,0.625104
11072021_AADTE,0.134414,0.668338,1.0955,0.416136,7.76485,0.314323,0.37487,0.745001,0.378897,0.4685,0.180769,0.99215
11072021_AADTR,0.0555187,0.614683,1.199,2.58791,9.10866,1.07457,0.308831,0.238567,0.909998,0.83979,0.399709,0.261305
11072021_AADTW,0.120487,2.84519,1.10937,0.277561,6.53568,0.242617,0.294508,0.382977,0.568478,0.344218,0.557772,0.214438
11072021_AADUA,0.141575,1.25863,1.32,0.350399,9.67362,1.80326,0.347817,0.644538,0.658709,0.865254,0.870679,0.897176
11072021_AADUD,0.0945545,0.370412,1.16242,0.209954,9.81701,0.624196,0.390562,0.786377,0.412079,0.225694,0.967542,0.605528
11072021_AADUH,0.067218,0.821634,1.38868,0.391064,6.70501,4.7093,0.364183,0.0560705,0.313857,0.735732,0.654758,0.282408
11072021_AADUQ,0.146795,3.61902,1.38014,0.599556,5.857,2.07575,0.478466,0.55943,0.677807,0.725727,0.470955,0.245134
11072021_AADUU,0.125893,1.32874,1.31179,3.08951,9.08484,1.4858,0.497676,0.101941,0.522398,0.667368,0.88411,0.641588
11072021_AADUZ,0.07645,1.91453,1.45227,1.50161,9.42598,0.880604,0.332352,0.563919,0.794102,0.513483,0.831488,0.975652
11072021_AADVG,0.133582,2.71312,1.188,1.68737,8.41734,2.36827,0.271905,0.73631,0.0826646,0.825894,0.724077,0.204805
11072021_AADVH,0.0539482,1.72249,1.27396,3.64855,6.18449,1.21848,0.384175,0.942164,0.386699,0.497453,0.874917,0.729941
11072021_AADVI,0.115613,0.911788,1.06589,0.490349,9.36606,0.658292,0.296158,0.0324679,0.543438,0.531474,0.423523,0.369352
11072021_AADVJ,0.0803122,0.779251,1.2827,1.09028,8.57638,0.370087,0.464716,0.813213,0.831888,0.215509,0.562638,0.292002
11072021_AADVN,0.0576258,0.353462,1.00896,1.83643,5.44847,1.24277,0.443029,0.0903945,0.92896,0.698066,0.750609,0.59974
11072021_AADVP,0.0880936,1.39632,1.13559,0.657221,7.02233,0.230832,0.38774,0.637041,0.452751,0.913439,0.0822908,0.950857
11072021_AADVT,0.0866656,1.11603,1.3153,0.805404,6.57824,2.33363,0.455743,0.972148,0.640711,0.968292,0.630467,0.344719
11072021_AADVV,0.0944355,0.976691,1.22801,1.98512,7.50681,4.57594,0.382718,0.546464,0.0120307,0.160606,0.142552,0.881172
11072021_AADWD,0.0603024,0.544623,1.37028,0.241207,9.28644,0.952624,0.395659,0.850612,0.0705216,0.748344,0.931974,0.65678
11072021_AADWE,0.121772,1.42571,1.03206,1.81185,6.10052,1.76469,0.324008,0.127926,0.984096,0.284252,0.363354,0.298615
11072021_AADWJ,0.0999732,1.52511,1.00693,1.22301,9.17672,2.17724,0.21289,0.795268,0.111953,0.614342,0.377612,0.322517
11072021_AADWO,0.104713,0.381758,1.11398,0.218837,7.95141,2.64375,0.475817,0.960486,0.798554,0.935748,0.512034,0.396621
11072021_AADWZ,0.139159,4.68069,1.17843,2.38961,7.34651,0.814279,0.325364,0.951871,0.120876,0.52789,0.659829,0.363905
11072021_AADXE,0.059278,0.741668,1.19248,0.563518,6.15004,0.295708,0.363297,0.804093,0.805532,0.960625,0.294266,0.414801
11072021_AADXL,0.131929,1.1349,1.01242,0.517982,7.55617,0.511982,0.342244,0.400448,0.21409,0.578891,0.196045,0.780623
11072021_AADXO,0.0601309,2.01472,1.04246,0.869838,7.17542,0.620495,0.230819,0.553386,0.818539,0.256646,0.0605528,0.848459
11072021_AADXT,0.1094,1.26242,1.21399,0.235649,6.81345,1.84207,0.374282,0.0309972,0.622957,0.406627,0.222794,0.518797
11072021_AADXV,0.137333,0.586911,1.22151,0.7889,9.20657,0.24403,0.472411,0.152107,0.161896,0.126621,0.464762,0.456331
11072021_AADYF,0.131186,1.85296,1.12643,1.06751,5.9511,4.77148,0.448048,0.0546934,0.349625,0.877447,0.27963,0.399136
11072021_AADYN,0.114173,1.0094,1.26871,0.432616,7.10177,0.911071,0.479748,0.359937,0.283581,0.461644,0.552708,0.185973
11072021_AADYO,0.0537767,0.568972,1.07114,1.43989,7.66996,1.68772,0.239348,0.645915,0.630749,0.505766,0.245836,0.79607
11072021_AADYP,0.103254,0.883029,1.18019,3.56588,8.6532,0.464431,0.405552,0.184074,0.935686,0.659467,0.0328102,0.58667
11072021_AADYW,0.0750105,0.518378,1.15558,3.11477,6.69027,0.573611,0.439404,0.766449,0.0343675,0.489554,0.210111,0.534462
11072021_AADZC,0.084999,2.65962,1.38957,1.17738,7.43849,0.528019,0.385164,0.133357,0.530803,0.6904,0.164378,0.670036
11072021_AADZD,0.102533,1.68687,1.08484,2.33937,9.65907,0.215879,0.273187,0.435253,0.938317,0.111494,0.299609,0.145339
11072021_AADZE,0.0670293,0.927938,1.26281,0.687581,5.26648,2.99,0.482823,0.586223,0.100915,0.921348,0.996617,0.755436
11072021_AADZI,0.0959054,0.422251,1.03643,0.58045,8.36538,0.88895,0.462286,0.316774,0.128714,0.430703,0.683787,0.0709911
11072021_AADZK,0.119892,0.596077,1.11895,4.48243,9.92892,0.921007,0.433455,0.792667,0.842921,0.0892429,0.603075,0.889334
11072021_AADZP,0.0699518,0.858927,1.13436,1.20262,9.06042,1.28455,0.286444,0.252593,0.598518,0.247859,0.675449,0.743411
11072021_AADZY,0.145872,1.25085,1.06272,1.34173,7.34172,2.41725,0.420287,0.921679,0.381863,0.369783,0.83424,0.0770056
11072021_AAEAO,0.134128,2.04518,1.25585,0.75521,9.74505,2.04029,0.325678,0.846607,0.849319,0.203347,0.0795565,0.0980475
11072021_AAEAR,0.0776955,0.91907,1.3965,4.54262,5.75385,1.52833,0.460255,0.476791,0.904025,0.864987,0.0770867,0.336383
11072021_AAEBK,0.139519,0.874934,1.03476,0.993279,7.81671,0.392647,0.350171,0.761767,0.0671803,0.618659,0.894531,0.00502719
11072021_AAEBR,0.0638059,1.34304,1.22873,0.727769,5.78543,0.672917,0.333722,0.407623,0.913261,0.998928,0.615311,0.67456
11072021_AAEBW,0.0628529,0.811894,1.43203,0.286938,8.04934,0.484309,0.442166,0.235153,0.165238,0.0062446,0.486583,0.866117
11072021_AAECR,0.101239,0.698665,1.0156,1.41508,5.83128,2.81461,0.36944,0.520496,0.859643,0.260109,0.546215,0.542688
11072021_AAECS,0.0682745,1.84914,1.33205,0.41599,8.938,0.208391,0.312146,0.485371,0.210718,0.709979,0.219815,0.432574
11072021_AAEDA,0.0770857,1.01666,1.19369,1.02951,7.86242,1.1,0.315648,0.181243,0.144171,0.137927,0.947972,0.152513
11072021_AAEDG,0.0832316,0.718999,1.16208,0.760971,7.29219,0.859952,0.304811,0.0257247,0.328542,0.888754,0.764664,0.210766
11072021_AAEDJ,0.130254,2.42788,1.31644,0.47629,7.12339,1.00475,0.35681,0.417077,0.585029,0.0303199,0.916338,0.294349
11072021_AAEDR,0.101902,3.26381,1.39416,0.209399,8.48746,0.92973,0.321979,0.0455499,0.236099,0.984032,0.881651,0.0322771
11072021_AAEEC,0.0689987,1.16278,1.46267,4.33419,7.42082,1.96597,0.487667,0.0810986,0.354462,0.755178,0.304687,0.809662
11072021_AAEEN,0.091408,0.64277,1.38445,3.19068,7.8313,0.822184,0.47746,0.396924,0.0984327,0.229413,0.307042,0.626541
11072021_AAEFF,0.0561287,1.89633,1.23986,0.462283,8.09269,1.86773,0.275942,0.467953,0.0921589,0.0954097,0.752512,0.354831
11072021_AAEFI,0.131377,2.97579,1.29451,0.237853,5.23521,4.66806,0.463378,0.228587,0.375985,0.704469,0.648485,0.829671
11072021_AAEFP,0.0624829,0.593198,1.14672,1.71081,7.37382,0.459951,0.344224,0.372007,0.403881,0.846293,0.944518,0.28189
11072021_AAEFQ,0.119567,1.07748,1.45094,0.229918,8.02045,1.27309,0.411186,0.6495,0.556712,0.187273,0.259194,0.673727
11072021_AAEFR,0.0702768,1.5109,1.31015,0.848747,8.30303,0.923567,0.26886,0.171882,0.751792,0.0248134,0.456359,0.943391
11072021_AAEFS,0.111736,0.852305,1.1,2.85175,6.4492,1.66705,0.488166,0.833954,0.162436,0.941614,0.778359,0.0852454
11072021_AAEFU,0.142205,2.36772,1.22419,0.43403,6.15844,0.377601,0.381278,0.380112,0.717321,0.665756,0.0720891,0.496847
11072021_AAEFZ,0.0845553,1.24426,1.17167,2.55508,9.73046,4.84466,0.209228,0.492749,0.818065,0.565738,0.743049,0.719546
11072021_AAEGF,0.0741326,0.991992,1.45702,0.578699,9.93386,0.429297,0.401372,0.423642,0.874176,0.695345,0.1876,0.259871
11072021_AAEGN,0.0837296,0.539603,1.06413,3.89169,8.27541,2.03321,0.376713,0.243522,0.807864,0.142763,0.980181,0.0437139
11072021_AAEGP,0.0977622,2.02951,1.47857,0.386101,7.32697,1.05123,0.452081,0.302442,0.413115,0.978281,0.499834,0.69768
11072021_AAEHB,0.124818,1.54251,1.11323,0.601487,7.40626,4.09082,0.379995,0.696733,0.323217,0.396636,0.904699,0.431329
11072021_AAEHE,0.0876646,2.41582,1.41795,0.273789,9.55826,2.10475,0.267872,0.996374,0.14614,0.788044,0.50485,0.878311
11072021_AAEHJ,0.14615,2.09654,1.16055,0.248339,8.22342,0.227845,0.336238,0.824977,0.980634,0.60015,0.924754,0.177531
11072021_AAEHO,0.0522865,0.331159,1.21073,1.07991,9.52758,0.9382,0.37565,0.92684,0.171085,0.919605,0.0586424,0.103184
11072021_AAEHR,0.111614,1.15308,1.30294,1.68186,9.96372,1.2008,0.285971,0.504227,0.914354,0.0592865,0.149768,0.393624
11072021_AAEHS,0.0688846,0.610805,1.10721,0.223918,5.56732,0.664731,0.357584,0.47039,0.0154281,0.970624,0.585058,0.502262
11072021_AAEHV,0.126427,2.54168,1.02969,1.49195,6.87119,0.362094,0.321702,0.273921,0.825043,0.541787,0.462796,0.716991
11072021_AAEIE,0.0546876,0.513477,1.41192,0.407852,5.82633,1.3443,0.495861,0.139172,0.828397,0.899601,0.131608,0.170899
11072021_AAEII,0.0724646,0.415635,1.28107,1.97914,9.0731,1.89732,0.481159,0.713117,0.98509,0.958464,0.732245,0.692353
11072021_AAEIK,0.0794967,1.1913,1.40257,0.608678,8.16345,0.333874,0.350853,0.0107395,0.383207,0.680645,0.430703,0.858854
11072021_AAEIM,0.0904764,0.942711,1.05432,1.0096,7.2144,0.255067,0.42666,0.443427,0.769654,0.440464,0.91935,0.384616
11072021_AAEIS,0.0508533,1.30963,1.3239,0.292195,7.49623,2.82465,0.328188,0.389945,0.795614,0.320621,0.396064,0.596755
11072021_AAEIT,0.101491,1.83562,1.43356,0.737399,6.49341,0.404647,0.466711,0.912455,0.520943,0.483383,0.327836,0.770502
11072021_AAEIZ,0.126688,0.896909,1.37696,0.220926,8.90255,1.09615,0.386742,0.783351,0.20051,0.202354,0.109841,0.207556
11072021_AAEJB,0.140745,1.02537,1.04068,3.32985,5.45593,2.14947,0.460792,0.733186,0.579183,0.926529,0.597756,0.548975
11072021_AAEJE,0.0717491,3.58945,1.48601,1.23445,7.59847,4.52105,0.348794,0.964804,0.888954,0.253995,0.99855,0.00871161
11072021_AAEJK,0.118301,2.51838,1.13036,0.21494,7.2841,0.616829,0.285071,0.664122,0.177953,0.734377,0.604987,0.128751
11072021_AAEJN,0.0713754,0.760589,1.34815,0.343411,7.13085,1.78197,0.37362,0.774712,0.923118,0.344825,0.701972,0.368584
11072021_AAEJO,0.110686,2.0643,1.062,1.15354,7.77756,0.962718,0.306657,0.246795,0.0222389,0.683865,0.000566116,0.726743
11072021_AAEJW,0.132408,1.51879,1.22746,2.6656,6.56368,1.08764,0.414282,0.368185,0.671966,0.325123,0.0430279,0.972945
11072021_AAEJX,0.0551116,2.39273,1.29773,1.03288,8.79623,2.65084,0.226554,0.0744352,0.858685,0.996332,0.42829,0.467308
11072021_AAEKB,0.0824359,1.05165,1.02411,1.92538,6.9476,0.779514,0.265837,0.828194,0.886538,0.478767,0.240395,0.644192
11072021_AAEKD,0.0580258,0.464943,1.03249,2.88303,9.53236,2.85599,0.280731,0.957452,0.331973,0.198776,0.447161,0.331855
11072021_AAEKK,0.10838,0.722643,1.20422,1.77956,9.29126,0.414243,0.436824,0.497532,0.101775,0.106595,0.269295,0.0353881
11072021_AAEKM,0.135615,2.3471,1.4013,0.852226,8.07727,0.77539,0.461687,0.565017,0.327515,0.367619,0.147245,0.784071
11072021_AAEKN,0.0518793,1.64361,1.06534,0.426024,5.30983,0.302417,0.349103,0.866875,0.140857,0.945932,0.26206,0.273616
11072021_AAEKO,0.116083,0.861143,1.27451,1.44917,9.62795,4.18858,0.406362,0.142913,0.804432,0.0214715,0.939563,0.634203
11072021_AAEKQ,0.102027,1.03485,1.17455,0.480765,6.17951,2.5512,0.483342,0.342504,0.417952,0.857477,0.459461,0.109144
11072021_AAELB,0.0831977,0.411663,1.37972,0.348352,9.9163,2.35982,0.425798,0.3538,0.0100903,0.765373,0.343473,0.149527
11072021_AAELD,0.0652296,1.2028,1.25696,2.31936,7.71087,0.655435,0.406214,0.932184,0.611854,0.595888,0.511157,0.299388
11072021_AAELO,0.129928,1.38897,1.0988,0.208727,9.42119,0.366441,0.232894,0.213912,0.762854,0.154925,0.495022,0.347318
11072021_AAELX,0.138747,1.29593,1.15515,1.51747,7.63401,0.354784,0.464236,0.0686396,0.655727,0.0291343,0.104316,0.563783
11072021_AAEMA,0.0536379,1.00098,1.4969,0.67428,9.65409,0.469373,0.296765,0.788867,0.969572,0.719977,0.901711,0.516014
11072021_AAEME,0.0841017,2.27687,1.20754,0.591102,6.55521,3.44513,0.345405,0.0584958,0.754199,0.241448,0.714728,0.341084
11072021_AAEMI,0.0753875,1.36158,1.29225,0.322545,5.9463,2.06186,0.424174,0.658685,0.31838,0.267501,0.92945,0.777348
11072021_AAENA,0.0731066,0.531071,1.21357,0.887169,7.74532,2.69282,0.417426,0.82146,0.189142,0.0712666,0.0877171,0.610499
11072021_AAENB,0.122987,0.745006,1.04191,0.243345,8.73471,0.315835,0.265028,0.343978,0.494542,0.232753,0.128872,0.756636
11072021_AAENI,0.0815333,0.952107,1.32117,2.66919,9.2115,0.507732,0.355367,0.501701,0.130651,0.518318,0.861804,0.835931
11072021_AAENK,0.0986905,1.14461,1.22194,0.264841,5.14088,0.833947,0.431175,0.950503,0.524956,0.352722,0.34972,0.423163
11072021_AAENL,0.11378,4.03218,1.30792,0.61428,7.91785,0.41817,0.318609,0.742604,0.944164,0.962781,0.246593,0.886339
11072021_AAENM,0.0557211,0.43327,1.09442,4.55637,7.31044,3.87016,0.399306,0.278887,0.095043,0.00462942,0.549589,0.0262401
11072021_AAENX,0.13727,1.08751,1.33481,1.24595,8.46875,3.58671,0.382173,0.290435,0.438462,0.0986899,0.682666,0.230471
11072021_AAENZ,0.145101,0.818359,1.24755,0.502291,6.89567,3.26107,0.456223,0.224156,0.840557,0.780262,0.171314,0.510435
11072021_AAEOB,0.10057,2.46593,1.12357,1.65275,5.32135,0.471312,0.41322,0.552052,0.285553,0.612738,0.995816,0.90735
11072021_AAEOH,0.132535,2.14365,1.04334,0.273319,5.90848,2.60286,0.378705,0.678231,0.529011,0.993582,0.389529,0.250794
11072021_AAEOK,0.0549483,3.06115,1.48869,0.602759,8.68782,1.0947,0.265684,0.878662,0.940345,0.322015,0.0200141,0.806755
11072021_AAEOQ,0.0582836,0.656753,1.22442,0.202793,7.93963,1.38316,0.324548,0.0272565,0.498361,0.623092,0.104536,0.928994
11072021_AAEOW,0.0939535,1.84469,1.40038,1.49525,7.97214,0.605189,0.43239,0.0807694,0.442167,0.739577,0.581973,0.0913128
11072021_AAEPF,0.110504,1.57717,1.24606,0.655848,9.70176,0.395624,0.337877,0.79999,0.183011,0.00954945,0.408674,0.0124085
11072021_AAEPK,0.0544428,0.717273,1.10162,2.71811,5.71902,0.362464,0.425643,0.431547,0.0658429,0.918221,0.43544,0.297511
11072021_AAEPZ,0.101781,1.47908,1.11545,1.23731,6.30683,1.00979,0.461826,0.641839,0.2562,0.464412,0.113846,0.636079
11072021_AAEQI,0.0761511,0.963474,1.18711,1.12179,9.90059,2.9161,0.253127,0.0589183,0.724359,0.0907291,0.39206,0.0593352
11072021_AAEQZ,0.0526369,0.458718,1.45922,1.27003,8.85304,0.522921,0.477891,0.478048,0.800323,0.6305,0.791873,0.555595
11072021_AAERC,0.102832,0.732312,1.28751,3.83397,9.8241,1.63156,0.316999,0.938057,0.508059,0.53423,0.985127,0.827151
11072021_AAERF,0.0739952,3.95527,1.37732,0.422251,7.07053,0.347952,0.330871,0.684524,0.981969,0.02395,0.0806923,0.655297
11072021_AAERM,0.123661,2.48512,1.36135,0.461807,6.75248,2.42899,0.464083,0.14638,0.709283,0.185709,0.133322,0.97746
11072021_AAERR,0.05349,1.44991,1.30505,1.96031,7.82768,0.225049,0.345562,0.226851,0.825644,0.0827707,0.556355,0.239251
11072021_AAERS,0.114472,0.533794,1.09729,0.257723,7.26391,3.0396,0.409852,0.763376,0.229453,0.884396,0.242128,0.849353
11072021_AAERX,0.0776241,0.40687,1.11296,0.768789,9.19914,0.630429,0.323559,0.835577,0.603646,0.314056,0.934279,0.986457
11072021_AAESD,0.0871728,2.18205,1.34574,0.434435,9.93512,0.480383,0.26931,0.203093,0.0845709,0.615366,0.941186,0.874475
11072021_AAESE,0.14484,0.793353,1.05661,1.42333,5.61539,1.29763,0.48594,0.79107,0.98545,0.417468,0.263199,0.232622
11072021_AAESK,0.137046,1.40781,1.3929,0.472193,9.0446,1.80986,0.413062,0.725467,0.356807,0.703669,0.775283,0.508406
11072021_AAESL,0.0587957,1.62446,1.42737,0.940024,5.67543,2.23308,0.451943,0.322529,0.734665,0.381379,0.983756,0.612376
11072021_AAESW,0.113662,4.2719,1.49977,1.16385,9.60755,0.81852,0.288562,0.304604,0.85492,0.355847,0.342216,0.358427
11072021_AAESZ,0.0816508,0.681506,1.38713,0.281667,8.30429,0.201599,0.39944,0.451391,0.0394734,0.163339,0.703689,0.425193
11072021_AAETD,0.139232,2.12498,1.33117,0.589741,7.66129,1.30807,0.459572,0.360526,0.387072,0.0397019,0.330041,0.967738
11072021_AAETG,0.0896745,1.47313,1.40944,0.365199,8.67149,0.997109,0.297799,0.836161,0.179302,0.138715,0.38655,0.665146
11072021_AAETP,0.132002,2.57211,1.47765,3.05817,7.23679,1.83321,0.441534,0.786704,0.293582,0.098511,0.807509,0.426814
11072021_AAETU,0.0920871,0.454335,1.32534,0.225127,9.65779,0.419132,0.427784,0.587847,0.196691,0.593183,0.14895,0.0986636
11072021_AAEUD,0.100732,0.588328,1.04607,2.5006,7.6352,0.579423,0.333053,0.305121,0.428502,0.160155,0.852591,0.051017
11072021_AAEUE,0.0672803,1.083,1.36409,0.751457,6.98758,1.0725,0.423451,0.71634,0.516881,0.873663,0.413361,0.911617
11072021_AAEUF,0.145263,3.43043,1.1688,0.323227,9.83529,2.69056,0.236181,0.977256,0.951256,0.451607,0.0603874,0.405956
11072021_AAEUJ,0.131067,4.10155,1.34851,0.265323,8.76618,0.217601,0.318143,0.632427,0.142207,0.428381,0.730511,0.799692
11072021_AAEUN,0.106877,1.86015,1.07477,0.302658,6.8993,1.63403,0.287113,0.402045,0.114277,0.907067,0.918642,0.124766
11072021_AAEUO,0.0736215,0.69242,1.27289,1.01664,7.54043,0.882088,0.356382,0.623323,0.955586,0.122592,0.346639,0.982911
11072021_AAEUP,0.133633,0.885079,1.11472,0.452095,9.58065,0.271449,0.263994,0.281059,0.669088,0.626083,0.644039,0.937216
11072021_AAEUQ,0.0984291,1.60893,1.29543,3.40734,5.18867,2.51226,0.492675,0.74434,0.260397,0.340099,0.0910465,0.0458651
11072021_AAEUR,0.114101,2.28004,1.24078,1.78493,8.04645,1.03057,0.305239,0.952186,0.20896,0.981024,0.444966,0.519755
11072021_AAEUX,0.112384,0.805743,1.15911,0.216952,6.03013,3.43409,0.456945,0.150877,0.0116861,0.361046,0.687397,0.675604
11072021_AAEVC,0.0923026,4.7644,1.20436,1.24332,7.31415,1.26486,0.268996,0.0973365,0.821216,0.182218,0.297955,0.609083
11072021_AAEVD,0.120179,1.3602,1.25906,3.26996,9.45628,3.0828,0.381137,0.334541,0.648133,0.510026,0.1675,0.0834905
11072021_AAEVG,0.0850727,1.17719,1.10475,0.297969,7.74902,2.01648,0.248614,0.553789,0.976625,0.241031,0.837948,0.00419378
